,Município,<1 Ano,1-4,5-9,10-14,15-19,20-34,35-49,50-64,65-79,80 e+
45,Cachoeira,0,0,0,0,2,0,0,0,1,0
46,Caculé,3,2,5,4,7,16,6,5,1,0
47,Caém,0,0,0,2,0,2,0,0,0,0
48,Caetanos,1,0,0,0,0,0,0,0,0,0
49,Caetité,2,0,0,0,1,6,6,0,2,1
50,Cafarnaum,0,1,1,0,0,2,0,0,0,0
51,Cairu,2,2,0,0,0,2,2,0,2,0
52,Caldeirão Grande,0,0,2,3,0,17,10,10,6,0
53,Camacan,4,26,45,62,71,211,245,260,115,30
54,Camaçari,0,0,3,2,2,9,29,15,2,1
55,Camamu,0,6,12,8,12,30,30,42,20,4
56,Campo Formoso,10,32,40,99,84,209,225,150,66,16
57,Canarana,1,0,0,0,1,2,0,0,0,0
58,Canavieiras,2,2,2,0,11,37,63,43,26,10
59,Candeal,0,0,0,0,0,2,10,4,2,0
60,Candeias,0,0,3,2,9,22,11,16,2,1
61,Cândido Sales,2,1,1,5,0,8,25,15,8,3
62,Cansanção,33,21,84,145,187,548,599,399,304,61
63,Canudos,4,4,12,26,36,89,105,64,79,12
64,Capela do Alto Alegre,0,0,4,0,2,2,9,3,1,1
65,Capim Grosso,4,4,18,42,50,126,104,43,48,11
66,Caravelas,2,0,1,6,7,17,24,33,15,2
67,Cardeal da Silva,16,18,26,40,30,98,76,32,12,12
68,Carinhanha,0,4,2,2,0,10,10,2,0,0
69,Casa Nova,1,2,0,2,7,27,17,14,4,0
70,Castro Alves,8,2,12,30,14,85,78,33,26,6
71,Catu,0,0,0,0,0,2,1,7,2,1
72,Caturama,0,0,2,0,0,2,0,0,0,0
73,Central,0,0,0,0,0,2,2,2,1,0
74,Chorrochó,0,0,0,2,0,0,1,0,0,0
75,Cícero Dantas,0,18,13,40,60,108,98,72,40,8
76,Cipó,0,0,0,0,0,2,0,0,0,0
77,Coaraci,6,4,12,14,42,71,89,90,57,17
78,Conceição da Feira,0,1,0,0,0,1,2,0,0,0
79,Conceição do Almeida,0,0,0,0,6,8,14,10,0,0
80,Conceição do Coité,28,78,116,133,110,388,348,211,110,24
81,Conceição do Jacuípe,0,0,0,0,0,6,6,5,0,0
82,Conde,1,0,0,0,2,8,3,4,0,0
83,Condeúba,0,0,0,0,2,2,2,4,0,0
84,Coração de Maria,0,0,0,0,0,1,0,0,0,0
85,Cordeiros,0,0,0,0,0,2,0,0,0,0
86,Coronel João Sá,6,12,22,56,34,130,102,74,47,22
87,Cravolândia,0,0,0,0,2,2,0,3,0,0
88,Cristópolis,0,0,0,0,0,0,0,1,0,0
89,Cruz das Almas,0,0,0,0,0,0,2,2,0,0
90,Curaçá,0,0,2,0,0,2,8,1,0,0
91,Dário Meira,0,0,4,2,2,4,8,4,0,0
92,Dias d'Ávila,0,1,1,2,2,8,6,8,2,1
93,Encruzilhada,0,0,0,0,0,0,0,2,0,0
94,Entre Rios,0,0,0,0,1,3,2,5,1,0
95,Esplanada,0,0,0,0,0,0,2,0,0,0
96,Euclides da Cunha,7,18,28,60,98,277,305,239,141,47
97,Eunápolis,1,1,5,7,6,23,22,28,5,0
98,Fátima,2,0,2,0,6,16,16,6,14,2
99,Feira de Santana,16,17,24,25,25,202,164,142,97,10
100,Filadélfia,27,20,56,84,90,214,228,148,112,30
101,Firmino Alves,1,0,0,0,3,8,12,5,1,5
102,Floresta Azul,11,7,36,67,66,166,179,181,120,53
103,Formosa do Rio Preto,0,0,0,0,0,1,0,0,0,0
104,Gandu,6,0,0,6,3,26,26,15,2,0
105,Gavião,0,0,1,0,0,0,0,0,0,0
106,Gentio do Ouro,0,0,0,0,0,0,0,0,2,0
107,Glória,0,0,0,3,6,10,10,6,1,1
108,Gongogi,0,0,0,0,0,2,2,0,0,0
109,Guanambi,14,12,16,4,20,128,101,52,25,2
110,Guaratinga,0,0,0,0,0,0,1,1,0,0
111,Heliópolis,1,2,7,29,27,60,62,34,32,3
112,Iaçu,4,2,0,4,5,25,15,16,4,0
113,Ibiassucê,0,0,0,0,0,0,2,0,0,0
114,Ibicaraí,12,6,8,25,9,29,67,47,59,21
115,Ibicuí,0,0,0,0,0,0,1,1,0,0
116,Ibipeba,0,0,0,0,0,0,3,0,0,0
117,Ibipitanga,0,0,0,0,0,0,4,0,0,0
118,Ibiquera,0,0,0,0,0,4,2,8,0,0
119,Ibirapitanga,0,0,0,0,0,2,7,7,3,0
120,Ibirataia,0,0,0,0,1,0,4,0,2,0
121,Ibitiara,0,0,0,0,0,0,0,2,0,0
122,Ibotirama,0,0,0,0,0,4,0,0,0,0
123,Ichu,0,0,2,0,0,0,2,0,0,0
124,Igaporã,3,3,0,2,2,10,6,2,0,0
125,Igrapiúna,0,0,0,2,4,8,3,2,2,0
126,Iguaí,0,0,0,0,0,0,0,1,0,0
127,Ilhéus,210,135,257,406,444,2012,2411,1938,921,192
128,Inhambupe,0,4,8,6,6,28,12,14,4,6
129,Ipecaetá,0,0,0,0,0,0,0,2,0,0
130,Ipiaú,0,6,10,28,22,119,136,145,46,4
131,Ipirá,0,0,0,1,4,12,4,0,2,0
132,Iraquara,0,1,1,2,6,12,8,5,1,0
133,Irará,0,0,0,0,0,1,1,2,0,0
134,Irecê,0,0,2,0,0,3,8,7,2,0
135,Itabela,0,0,0,1,0,1,2,1,2,0
136,Itaberaba,98,292,428,589,710,1940,1931,1251,831,282
137,Itabuna,167,295,573,680,1125,5821,7135,6155,3417,931
138,Itacaré,5,3,11,11,32,100,81,58,19,3
139,Itaeté,0,1,4,0,0,8,10,8,2,1
140,Itagibá,0,0,0,0,4,23,20,10,5,0
141,Itagimirim,0,0,0,0,0,1,0,2,0,0
142,Itaju do Colônia,22,18,68,70,82,184,234,186,104,40
143,Itajuípe,2,2,6,2,3,37,61,62,46,15
144,Itamaraju,6,2,2,2,8,32,12,7,4,0
145,Itamari,0,0,0,0,0,0,0,2,0,0
146,Itanhém,1,1,0,0,1,15,18,14,8,0
147,Itaparica,0,0,0,0,0,9,9,8,3,0
148,Itapé,2,3,8,7,7,29,47,30,23,4
149,Itapebi,0,0,0,1,2,6,14,10,2,0
150,Itapetinga,28,10,24,43,62,261,253,188,93,36
151,Itapicuru,8,18,23,21,27,57,75,27,18,6
152,Itapitanga,6,4,23,39,80,183,164,120,71,14
153,Itarantim,0,0,0,0,0,0,0,1,0,0
154,Itatim,0,2,0,0,0,2,4,2,0,0
155,Itiruçu,0,0,0,0,0,2,0,2,0,0
156,Itiúba,16,93,102,120,121,323,272,183,134,47
157,Itororó,1,0,0,0,1,3,7,13,0,0
158,Ituaçu,0,0,1,0,2,2,0,0,0,0
159,Ituberá,3,0,2,6,14,35,28,15,8,0
160,Iuiú,6,16,8,4,8,30,28,4,2,0
161,Jaborandi,0,0,0,0,0,0,3,3,0,0
162,Jacaraci,0,0,0,0,1,3,1,0,0,0
163,Jacobina,32,11,26,36,40,192,182,164,73,23
164,Jaguaquara,0,2,0,4,0,6,8,6,4,0
165,Jaguarari,73,98,152,230,235,701,795,582,350,115
166,Jandaíra,2,9,29,17,18,38,52,37,14,6
167,Jequié,0,0,6,0,2,17,6,12,0,0
168,Jeremoabo,0,0,2,4,7,11,16,4,6,0
169,Jiquiriçá,2,0,0,0,0,4,4,2,2,0
170,João Dourado,0,2,0,3,2,3,2,10,4,2
171,Juazeiro,9,4,21,39,56,298,291,173,55,10
172,Jussara,0,0,0,0,2,0,1,0,2,0
173,Jussari,4,2,1,0,3,12,18,34,13,0
174,Jussiape,0,2,0,2,0,0,0,0,0,0
175,Laje,0,0,0,0,4,0,6,0,0,0
176,Lajedão,0,0,0,0,0,1,0,0,0,0
177,Lajedinho,0,0,2,0,0,2,0,0,0,0
178,Lajedo do Tabocal,0,0,0,1,1,0,0,0,0,0
179,Lamarão,0,0,0,0,0,1,0,0,0,0
180,Lapão,0,0,0,1,0,2,6,1,1,0
181,Lauro de Freitas,2,1,4,2,8,17,41,12,7,0
182,Lençóis,0,0,2,2,0,13,13,8,1,1
183,Livramento de Nossa Senhora,0,2,0,0,0,0,0,0,0,0
184,Luís Eduardo Magalhães,0,0,0,0,0,10,5,3,0,0
185,Macajuba,6,0,2,0,0,0,2,0,0,0
186,Macarani,0,0,0,0,2,15,6,5,0,0
187,Macaúbas,0,1,0,0,0,4,1,2,0,0
188,Macururé,0,0,0,0,1,1,0,0,0,0
189,Madre de Deus,0,0,0,1,0,2,1,0,1,0
190,Maiquinique,0,0,1,0,0,3,2,3,0,0
191,Mairi,1,6,4,9,1,18,38,22,19,0
192,Malhada de Pedras,0,0,0,0,0,2,0,0,0,0
193,Manoel Vitorino,2,0,0,0,0,4,0,2,0,0
194,Maracás,1,0,0,0,6,0,4,0,0,0
195,Maraú,0,0,0,0,4,8,7,7,8,0
196,Marcionílio Souza,0,0,4,8,10,25,48,18,12,4
197,Mascote,2,2,0,4,7,33,58,57,17,10
198,Mata de São João,0,0,0,0,0,1,2,0,1,0
199,Matina,0,0,0,0,0,2,4,3,0,0
200,Medeiros Neto,0,0,0,0,0,1,0,0,0,0
201,Miguel Calmon,2,0,2,4,8,6,20,17,4,2
202,Milagres,0,0,0,1,0,0,4,2,2,0
203,Mirangaba,1,1,0,1,4,8,7,2,3,1
204,Monte Santo,5,16,35,34,49,163,159,109,90,38
205,Morro do Chapéu,0,2,0,1,0,0,10,7,4,0
206,Mucugê,6,42,34,28,26,42,46,6,4,0
207,Mucuri,1,3,3,9,6,24,16,12,1,0
208,Mundo Novo,6,2,4,17,12,44,60,32,8,0
209,Muniz Ferreira,0,0,0,0,0,2,2,0,2,0
210,Muritiba,1,0,0,0,0,3,5,3,0,0
211,Mutuípe,1,1,1,0,0,2,3,3,1,0
212,Nazaré,0,0,0,0,0,0,2,2,0,0
213,Nilo Peçanha,0,2,0,0,1,6,9,9,0,0
214,Nordestina,6,2,0,9,10,49,43,12,8,2
215,Nova Canaã,18,2,2,4,8,24,30,32,12,8
216,Nova Fátima,0,0,0,2,8,4,10,10,4,0
217,Nova Ibiá,0,0,0,0,0,0,1,0,0,0
218,Nova Itarana,0,0,0,0,2,8,6,4,0,0
219,Nova Redenção,2,2,4,4,2,10,8,6,8,0
220,Nova Soure,2,0,0,2,0,2,4,3,2,2
221,Nova Viçosa,1,7,2,7,8,21,40,27,9,3
222,Novo Horizonte,0,0,0,0,0,10,16,7,0,0
223,Novo Triunfo,2,0,2,4,4,14,26,4,6,2
224,Olindina,0,0,0,2,2,4,2,2,0,0
225,Oliveira dos Brejinhos,0,0,0,1,0,8,8,0,0,2
226,Ourolândia,8,0,4,6,4,6,16,14,4,2
227,Palmas de Monte Alto,0,0,0,0,0,0,2,0,2,0
228,Palmeiras,0,0,0,0,0,2,0,0,0,0
229,Paratinga,0,5,0,2,1,4,2,8,1,0
230,Paripiranga,0,2,1,7,14,56,52,34,9,4
231,Pau Brasil,6,12,26,50,37,62,75,53,45,7
232,Paulo Afonso,18,25,72,78,67,230,276,224,113,29
233,Pé de Serra,0,0,0,0,2,3,0,2,0,1
234,Pilão Arcado,1,0,0,0,0,3,1,1,0,0
235,Pindaí,0,2,0,0,0,0,2,0,0,0
236,Pindobaçu,6,10,13,24,18,56,47,44,22,2
237,Pintadas,0,0,0,0,2,4,3,4,6,0
238,Piripá,0,0,0,0,0,6,9,2,0,0
239,Piritiba,8,0,18,12,25,48,64,50,16,8
240,Planaltino,0,0,0,0,0,0,0,2,0,0
241,Planalto,2,0,0,0,0,4,1,0,0,0
242,Poções,0,0,0,0,2,4,6,3,1,0
243,Pojuca,0,0,0,0,0,5,3,2,0,0
244,Ponto Novo,1,4,13,12,12,53,69,44,31,8
245,Porto Seguro,14,10,11,29,40,151,151,84,22,1
246,Potiraguá,0,0,0,0,0,0,0,1,0,0
247,Prado,0,0,2,0,2,5,2,2,0,0
248,Presidente Dutra,0,0,0,0,2,6,8,7,0,0
249,Presidente Tancredo Neves,0,0,2,0,2,4,4,0,0,0
250,Queimadas,2,0,2,3,10,13,29,5,15,2
251,Quijingue,12,10,28,48,56,165,234,135,94,36
252,Quixabeira,0,0,0,0,0,0,3,4,2,0
253,Rafael Jambeiro,0,0,1,2,0,0,3,4,0,0
254,Remanso,0,0,2,4,3,18,21,15,7,0
255,Retirolândia,4,4,10,8,6,64,101,54,39,6
256,Riachão do Jacuípe,3,2,9,4,21,53,56,20,22,0
257,Riacho de Santana,2,0,0,0,2,2,0,0,0,0
258,Ribeira do Amparo,7,18,39,40,24,124,74,69,38,12
259,Ribeira do Pombal,0,10,14,22,72,182,152,114,50,20
260,Rio do Antônio,0,0,0,0,0,1,1,0,0,0
261,Rio do Pires,0,0,0,0,0,0,0,1,0,0
262,Rio Real,5,4,7,1,14,51,78,40,11,8
263,Rodelas,0,0,0,1,3,18,11,8,1,0
264,Ruy Barbosa,12,28,36,62,60,145,163,125,80,38
265,Salinas da Margarida,0,0,0,2,0,0,0,0,0,0
266,Salvador,26,30,48,53,84,333,367,211,70,23
267,Santa Bárbara,0,2,0,1,0,0,0,0,0,0
268,Santa Brígida,20,24,32,58,76,202,202,164,92,12
269,Santa Cruz Cabrália,1,1,6,2,1,10,13,4,3,2
270,Santa Cruz da Vitória,2,0,2,6,6,12,17,13,6,0
271,Santa Inês,2,0,6,16,32,45,72,48,28,4
272,Santa Luzia,9,2,8,11,15,56,54,40,16,2
273,Santa Teresinha,0,0,0,2,0,0,8,0,0,0
274,Santaluz,49,79,156,176,186,561,525,304,240,82
275,Santo Amaro,0,1,0,0,4,18,3,6,5,0
276,Santo Antônio de Jesus,8,5,14,19,17,151,144,97,61,12
277,Santo Estêvão,0,0,0,0,0,0,0,0,2,0
278,São Desidério,0,0,0,0,1,3,0,0,1,0
279,São Domingos,0,0,1,2,3,12,13,18,5,1
280,São Felipe,0,0,2,0,2,2,4,2,0,2
281,São Francisco do Conde,21,12,23,41,125,350,243,172,57,10
282,São Gabriel,2,0,2,0,0,0,2,0,0,0
283,São Gonçalo dos Campos,0,1,0,0,0,9,6,0,3,0
284,São José da Vitória,2,0,6,10,8,28,22,37,18,6
285,São José do Jacuípe,0,0,1,0,4,4,2,3,0,0
286,São Miguel das Matas,0,0,0,2,2,4,2,0,0,0
287,São Sebastião do Passé,0,0,0,0,0,9,0,2,0,0
288,Sapeaçu,0,0,0,0,0,0,0,0,2,0
289,Sátiro Dias,0,0,0,2,0,2,2,1,1,0
290,Saúde,0,1,0,0,0,5,0,2,0,0
291,Seabra,0,0,1,0,0,1,3,1,0,0
292,Sebastião Laranjeiras,0,0,0,0,0,0,4,0,0,0
293,Senhor do Bonfim,39,93,140,157,134,372,439,323,190,70
294,Sento Sé,1,1,3,11,7,21,24,14,11,0
295,Serra do Ramalho,2,0,0,0,3,0,0,0,0,0
296,Serrinha,9,6,11,21,22,89,118,39,8,7
297,Serrolândia,5,5,9,13,29,91,70,44,38,9
298,Simões Filho,0,1,9,19,37,152,114,82,25,13
299,Sítio do Quinto,2,10,10,22,20,46,66,62,32,4
300,Sobradinho,0,0,2,2,8,24,28,12,18,0
301,Souto Soares,0,0,0,1,0,0,0,0,0,0
302,Tanque Novo,0,0,0,1,0,7,5,3,0,0
303,Tanquinho,0,0,0,0,2,0,2,0,0,1
304,Taperoá,0,0,0,0,0,0,0,0,1,0
305,Tapiramutá,1,4,9,20,14,52,44,31,9,7
306,Teixeira de Freitas,5,7,6,11,18,85,100,76,16,2
307,Teofilândia,0,0,0,0,0,6,2,2,3,0
308,Teolândia,0,0,0,0,0,4,2,2,0,0
309,Terra Nova,0,0,0,0,0,2,0,0,0,0
310,Tremedal,0,0,0,2,0,5,4,2,0,0
311,Tucano,1,1,0,9,9,59,72,45,30,10
312,Uauá,22,5,4,24,26,72,94,48,48,17
313,Ubaíra,0,0,0,2,2,0,5,0,0,0
314,Ubaitaba,0,1,2,0,8,12,9,7,4,1
315,Ubatã,1,0,0,2,1,15,11,22,15,4
316,Uibaí,0,2,0,0,2,3,6,4,1,0
317,Umburanas,0,0,0,0,2,2,6,0,0,0
318,Una,2,3,4,5,9,54,59,55,21,6
319,Uruçuca,1,2,3,2,3,15,15,16,10,1
320,Utinga,2,0,0,0,0,7,0,4,0,0
321,Valença,16,24,38,74,128,568,647,489,239,36
322,Valente,4,2,4,2,4,41,34,26,17,0
323,Várzea da Roça,0,0,0,2,4,4,0,0,1,0
324,Várzea do Poço,4,0,0,3,6,7,2,8,2,2
325,Várzea Nova,0,0,0,0,0,0,1,0,0,0
326,Varzedo,0,0,0,0,0,6,8,2,0,0
327,Vera Cruz,0,2,2,1,1,5,18,8,6,0
328,Vitória da Conquista,4,2,0,4,7,28,14,17,5,1
329,Wagner,0,0,0,2,0,4,0,1,2,2
330,Wanderley,0,0,0,0,0,0,2,0,0,0
331,Wenceslau Guimarães,0,0,0,0,0,6,0,0,0,0
332,Xique-Xique,0,0,0,0,0,0,2,0,0,0
