,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
128,Inhambupe,28,58,2,0,0,0,0,0,0,0,0,0
129,Ipecaetá,0,0,2,0,0,0,0,0,0,0,0,0
130,Ipiaú,14,158,298,44,1,0,1,0,0,0,0,0
131,Ipirá,2,8,12,0,0,1,0,0,0,0,0,0
132,Iraquara,0,4,18,11,3,0,0,0,0,0,0,0
133,Irará,0,2,0,0,0,0,1,0,1,0,0,0
134,Irecê,8,4,0,4,1,2,0,1,0,1,0,1
135,Itabela,0,0,1,0,2,1,0,0,0,0,0,3
136,Itaberaba,216,5362,2762,4,0,0,2,0,0,1,1,4
137,Itabuna,648,5705,10412,5697,2262,1306,71,57,29,54,42,30
138,Itacaré,0,8,36,110,91,28,8,0,13,15,13,1
139,Itaeté,2,14,14,0,1,1,2,0,0,0,0,0
140,Itagibá,0,0,30,30,0,2,0,0,0,0,0,0
141,Itagimirim,0,0,0,1,1,0,0,1,0,0,0,0
142,Itaju do Colônia,50,494,356,96,6,2,0,2,2,0,0,0
143,Itajuípe,6,68,44,42,30,36,1,1,0,4,4,0
144,Itamaraju,4,24,31,10,0,4,1,1,0,0,0,0
145,Itamari,0,0,2,0,0,0,0,0,0,0,0,0
146,Itanhém,0,6,31,14,7,0,0,0,0,0,0,0
147,Itaparica,0,0,0,0,7,4,10,2,6,0,0,0
148,Itapé,12,38,68,22,8,8,0,0,0,4,0,0
149,Itapebi,0,2,8,12,2,3,2,0,0,2,4,0
150,Itapetinga,2,74,263,320,180,107,25,4,16,2,3,2
151,Itapicuru,157,36,62,8,2,2,0,10,0,3,0,0
152,Itapitanga,0,120,324,228,24,4,1,3,0,0,0,0
153,Itarantim,0,0,0,0,1,0,0,0,0,0,0,0
154,Itatim,0,0,4,6,0,0,0,0,0,0,0,0
155,Itiruçu,0,2,2,0,0,0,0,0,0,0,0,0
156,Itiúba,538,394,395,79,5,0,0,0,0,0,0,0
157,Itororó,0,0,5,5,10,5,0,0,0,0,0,0
158,Ituaçu,0,0,3,0,1,0,0,0,0,0,0,1
159,Ituberá,2,12,48,23,20,4,1,1,0,0,0,0
160,Iuiú,26,50,30,0,0,0,0,0,0,0,0,0
161,Jaborandi,0,0,2,3,0,1,0,0,0,0,0,0
162,Jacaraci,0,0,4,1,0,0,0,0,0,0,0,0
163,Jacobina,66,290,366,32,7,8,7,2,0,1,0,0
164,Jaguaquara,0,0,14,14,2,0,0,0,0,0,0,0
165,Jaguarari,240,1531,1335,190,24,8,0,2,1,0,0,0
166,Jandaíra,100,59,41,16,4,0,0,1,0,1,0,0
167,Jequié,4,8,14,16,0,1,0,0,0,0,0,0
168,Jeremoabo,20,18,7,4,1,0,0,0,0,0,0,0
169,Jiquiriçá,4,4,0,4,2,0,0,0,0,0,0,0
170,João Dourado,2,4,10,12,0,0,0,0,0,0,0,0
171,Juazeiro,26,134,416,234,79,18,9,33,2,0,2,3
172,Jussara,2,0,2,0,0,0,0,0,1,0,0,0
173,Jussari,20,9,33,14,1,1,0,1,1,0,2,5
174,Jussiape,0,0,0,4,0,0,0,0,0,0,0,0
175,Laje,0,0,4,6,0,0,0,0,0,0,0,0
176,Lajedão,0,0,0,0,1,0,0,0,0,0,0,0
177,Lajedinho,0,0,4,0,0,0,0,0,0,0,0,0
178,Lajedo do Tabocal,0,0,0,0,0,2,0,0,0,0,0,0
179,Lamarão,0,0,1,0,0,0,0,0,0,0,0,0
180,Lapão,4,2,1,4,0,0,0,0,0,0,0,0
181,Lauro de Freitas,23,18,31,2,5,7,5,1,0,0,0,2
182,Lençóis,0,2,10,6,16,4,2,0,0,0,0,0
183,Livramento de Nossa Senhora,0,2,0,0,0,0,0,0,0,0,0,0
184,Luís Eduardo Magalhães,3,0,6,4,1,1,2,0,0,1,0,0
185,Macajuba,2,2,6,0,0,0,0,0,0,0,0,0
186,Macarani,2,3,8,14,1,0,0,0,0,0,0,0
187,Macaúbas,0,2,4,0,1,0,0,0,0,1,0,0
188,Macururé,0,0,0,0,0,2,0,0,0,0,0,0
189,Madre de Deus,0,2,0,0,0,0,0,0,2,0,0,1
190,Maiquinique,0,0,2,0,0,6,0,0,1,0,0,0
191,Mairi,16,58,4,2,37,1,0,0,0,0,0,0
192,Malhada de Pedras,0,0,2,0,0,0,0,0,0,0,0,0
193,Manoel Vitorino,0,0,0,6,2,0,0,0,0,0,0,0
194,Maracás,0,6,2,0,0,1,0,0,1,0,1,0
195,Maraú,0,6,10,12,2,3,0,0,0,0,1,0
196,Marcionílio Souza,0,126,2,0,0,0,0,0,0,0,1,0
197,Mascote,4,57,104,6,2,12,3,1,0,1,0,0
198,Mata de São João,0,2,0,0,0,0,0,0,0,0,0,2
199,Matina,0,0,6,2,0,0,0,0,0,0,1,0
200,Medeiros Neto,0,1,0,0,0,0,0,0,0,0,0,0
201,Miguel Calmon,0,56,4,4,0,0,0,0,0,0,0,1
202,Milagres,4,2,2,0,0,1,0,0,0,0,0,0
203,Mirangaba,0,0,10,8,2,3,0,5,0,0,0,0
204,Monte Santo,108,190,248,101,35,10,5,1,0,0,0,0
205,Morro do Chapéu,0,0,2,16,4,2,0,0,0,0,0,0
206,Mucugê,0,0,234,0,0,0,0,0,0,0,0,0
207,Mucuri,3,4,30,31,3,4,0,0,0,0,0,0
208,Mundo Novo,4,22,88,60,10,0,0,1,0,0,0,0
209,Muniz Ferreira,0,0,4,2,0,0,0,0,0,0,0,0
210,Muritiba,2,6,0,0,1,0,2,1,0,0,0,0
211,Mutuípe,0,0,4,2,1,0,0,1,0,4,0,0
212,Nazaré,0,0,2,2,0,0,0,0,0,0,0,0
213,Nilo Peçanha,0,4,14,2,6,1,0,0,0,0,0,0
214,Nordestina,0,28,30,68,13,0,2,0,0,0,0,0
215,Nova Canaã,0,10,98,24,8,0,0,0,0,0,0,0
216,Nova Fátima,6,0,26,6,0,0,0,0,0,0,0,0
217,Nova Ibiá,0,0,0,0,1,0,0,0,0,0,0,0
218,Nova Itarana,0,2,10,6,2,0,0,0,0,0,0,0
219,Nova Redenção,0,18,22,6,0,0,0,0,0,0,0,0
220,Nova Soure,0,0,8,0,9,0,0,0,0,0,0,0
221,Nova Viçosa,6,26,44,12,3,1,0,1,0,1,13,18
222,Novo Horizonte,2,4,20,6,0,1,0,0,0,0,0,0
223,Novo Triunfo,20,16,28,0,0,0,0,0,0,0,0,0
224,Olindina,6,4,2,0,0,0,0,0,0,0,0,0
225,Oliveira dos Brejinhos,0,0,2,16,1,0,0,0,0,0,0,0
226,Ourolândia,0,10,32,20,2,0,0,0,0,0,0,0
227,Palmas de Monte Alto,0,2,0,0,2,0,0,0,0,0,0,0
228,Palmeiras,0,0,0,2,0,0,0,0,0,0,0,0
229,Paratinga,0,0,2,10,7,2,0,1,1,0,0,0
230,Paripiranga,4,44,68,34,17,1,2,1,1,3,2,2
231,Pau Brasil,2,212,129,24,3,3,0,0,0,0,0,0
232,Paulo Afonso,12,48,592,433,22,16,0,6,3,0,0,0
233,Pé de Serra,0,2,4,0,2,0,0,0,0,0,0,0
234,Pilão Arcado,0,1,0,2,2,1,0,0,0,0,0,0
235,Pindaí,0,4,0,0,0,0,0,0,0,0,0,0
236,Pindobaçu,8,10,172,44,2,6,0,0,0,0,0,0
237,Pintadas,4,1,8,4,1,0,1,0,0,0,0,0
238,Piripá,0,0,4,12,0,0,0,1,0,0,0,0
239,Piritiba,14,112,106,16,1,0,0,0,0,0,0,0
240,Planaltino,0,0,2,0,0,0,0,0,0,0,0,0
241,Planalto,0,0,0,6,1,0,0,0,0,0,0,0
242,Poções,0,2,9,5,0,0,0,0,0,0,0,0
243,Pojuca,0,0,6,2,0,1,1,0,0,0,0,0
244,Ponto Novo,3,17,135,40,35,8,3,3,1,1,0,1
245,Porto Seguro,14,36,74,50,27,24,23,21,15,94,102,33
246,Potiraguá,0,0,0,0,1,0,0,0,0,0,0,0
247,Prado,0,2,8,2,1,0,0,0,0,0,0,0
248,Presidente Dutra,2,4,14,2,1,0,0,0,0,0,0,0
249,Presidente Tancredo Neves,0,4,4,4,0,0,0,0,0,0,0,0
250,Queimadas,0,0,24,48,8,0,0,0,0,1,0,0
251,Quijingue,6,374,256,161,20,0,0,0,1,0,0,0
252,Quixabeira,8,0,0,0,0,0,0,1,0,0,0,0
253,Rafael Jambeiro,2,2,2,0,1,1,1,0,1,0,0,0
254,Remanso,6,2,4,24,27,5,1,0,1,0,0,0
255,Retirolândia,56,118,86,24,12,0,0,0,0,0,0,0
256,Riachão do Jacuípe,64,70,34,4,2,0,0,3,2,2,6,3
257,Riacho de Santana,0,2,4,0,0,0,0,0,0,0,0,0
258,Ribeira do Amparo,42,107,152,114,27,0,3,0,0,0,0,0
259,Ribeira do Pombal,46,370,210,10,0,0,0,0,0,0,0,0
260,Rio do Antônio,0,0,0,2,0,0,0,0,0,0,0,0
261,Rio do Pires,0,0,1,0,0,0,0,0,0,0,0,0
262,Rio Real,30,26,70,38,24,4,5,10,9,2,1,0
263,Rodelas,6,4,8,6,14,2,1,0,0,0,0,1
264,Ruy Barbosa,210,191,220,106,19,1,0,1,0,1,0,0
265,Salinas da Margarida,2,0,0,0,0,0,0,0,0,0,0,0
266,Salvador,81,185,249,154,92,70,75,142,61,49,54,33
267,Santa Bárbara,0,0,2,0,0,0,1,0,0,0,0,0
268,Santa Brígida,266,326,272,18,0,0,0,0,0,0,0,0
269,Santa Cruz Cabrália,2,2,6,6,4,1,1,1,5,8,6,1
270,Santa Cruz da Vitória,0,2,32,26,3,1,0,0,0,0,0,0
271,Santa Inês,0,47,116,68,22,0,0,0,0,0,0,0
272,Santa Luzia,2,3,4,8,5,12,37,32,36,27,21,26
273,Santa Teresinha,0,4,2,4,0,0,0,0,0,0,0,0
274,Santaluz,348,892,906,206,2,1,0,0,0,0,0,3
275,Santo Amaro,2,6,8,2,3,0,2,4,0,2,3,5
276,Santo Antônio de Jesus,8,266,180,51,11,9,3,0,0,0,0,0
277,Santo Estêvão,0,2,0,0,0,0,0,0,0,0,0,0
278,São Desidério,0,2,2,1,0,0,0,0,0,0,0,0
279,São Domingos,2,8,6,14,19,5,0,0,0,1,0,0
280,São Felipe,0,2,0,10,2,0,0,0,0,0,0,0
281,São Francisco do Conde,82,202,214,128,105,47,51,71,34,40,49,31
282,São Gabriel,2,0,0,4,0,0,0,0,0,0,0,0
283,São Gonçalo dos Campos,2,8,4,0,2,1,1,1,0,0,0,0
284,São José da Vitória,0,12,24,77,15,1,0,0,0,2,3,3
285,São José do Jacuípe,0,4,8,0,2,0,0,0,0,0,0,0
286,São Miguel das Matas,0,10,0,0,0,0,0,0,0,0,0,0
287,São Sebastião do Passé,0,2,4,5,0,0,0,0,0,0,0,0
288,Sapeaçu,0,0,0,0,2,0,0,0,0,0,0,0
289,Sátiro Dias,0,0,2,0,1,2,3,0,0,0,0,0
290,Saúde,2,0,4,1,1,0,0,0,0,0,0,0
291,Seabra,0,0,3,1,0,0,0,1,1,0,0,0
292,Sebastião Laranjeiras,0,2,0,2,0,0,0,0,0,0,0,0
293,Senhor do Bonfim,107,446,632,448,181,34,8,87,8,5,0,1
294,Sento Sé,0,17,8,31,35,0,2,0,0,0,0,0
295,Serra do Ramalho,0,0,4,0,0,0,0,1,0,0,0,0
296,Serrinha,32,78,96,104,14,1,1,0,1,1,0,2
297,Serrolândia,0,0,20,191,54,14,17,3,5,5,4,0
298,Simões Filho,146,66,90,44,19,9,7,31,3,12,4,21
299,Sítio do Quinto,78,192,4,0,0,0,0,0,0,0,0,0
300,Sobradinho,0,0,70,20,4,0,0,0,0,0,0,0
301,Souto Soares,0,0,0,0,1,0,0,0,0,0,0,0
302,Tanque Novo,0,11,4,0,1,0,0,0,0,0,0,0
303,Tanquinho,0,0,4,0,0,0,0,1,0,0,0,0
304,Taperoá,0,0,0,0,1,0,0,0,0,0,0,0
305,Tapiramutá,0,0,58,81,28,18,3,2,0,0,0,1
306,Teixeira de Freitas,22,26,148,43,31,10,2,1,2,1,5,35
307,Teofilândia,0,2,8,2,0,1,0,0,0,0,0,0
308,Teolândia,0,6,2,0,0,0,0,0,0,0,0,0
309,Terra Nova,0,0,0,2,0,0,0,0,0,0,0,0
310,Tremedal,0,0,2,10,0,0,0,0,0,1,0,0
311,Tucano,18,40,76,28,17,6,40,10,0,0,1,0
312,Uauá,8,70,166,81,17,8,9,1,0,0,0,0
313,Ubaíra,0,0,2,4,1,1,1,0,0,0,0,0
314,Ubaitaba,0,10,14,14,0,4,0,1,0,0,0,1
315,Ubatã,0,4,16,9,24,14,0,2,0,1,0,1
316,Uibaí,7,0,0,7,4,0,0,0,0,0,0,0
317,Umburanas,0,0,0,0,10,0,0,0,0,0,0,0
318,Una,0,16,46,110,30,9,1,4,0,0,1,1
319,Uruçuca,0,0,2,0,1,1,0,1,0,6,49,8
320,Utinga,0,4,4,4,0,1,0,0,0,0,0,0
321,Valença,126,484,1014,621,14,0,0,0,0,0,0,0
322,Valente,2,58,36,25,8,0,2,1,2,0,0,0
323,Várzea da Roça,0,8,2,0,0,1,0,0,0,0,0,0
324,Várzea do Poço,28,2,2,0,2,0,0,0,0,0,0,0
325,Várzea Nova,0,0,0,0,0,0,0,1,0,0,0,0
326,Varzedo,0,2,6,6,0,0,0,1,0,0,0,1
327,Vera Cruz,0,0,2,0,5,7,3,0,3,3,12,8
328,Vitória da Conquista,12,7,12,35,4,3,4,0,0,2,2,1
329,Wagner,0,8,2,0,1,0,0,0,0,0,0,0
330,Wanderley,0,0,2,0,0,0,0,0,0,0,0,0
331,Wenceslau Guimarães,0,2,4,0,0,0,0,0,0,0,0,0
332,Xique-Xique,0,0,0,0,2,0,0,0,0,0,0,0
