,Município,Em Branco,Ignorado,Masculino,Feminino
89,Itaberaba,0,0,3,4
90,Itabuna,0,0,69,101
91,Itacaré,0,0,4,5
92,Itagibá,0,0,1,0
93,Itagimirim,0,0,32,55
94,Itaju do Colônia,0,0,0,2
95,Itajuípe,0,0,0,4
96,Itamaraju,0,0,193,307
97,Itanhém,0,0,3,5
98,Itaparica,0,0,1,0
99,Itapé,0,0,1,1
100,Itapebi,0,0,39,53
101,Itapetinga,0,0,2,3
102,Itapicuru,0,0,2,2
103,Itapitanga,0,0,0,1
104,Itarantim,0,0,301,373
105,Itatim,0,0,1,0
106,Itiúba,0,0,2,0
107,Itororó,0,0,1,1
108,Ituaçu,0,0,7,16
109,Ituberá,0,0,2,0
110,Iuiú,0,0,1,0
111,Jaborandi,0,0,2,1
112,Jacaraci,0,0,1,1
113,Jacobina,0,0,0,1
114,Jaguaquara,0,0,1,2
115,Jaguarari,0,0,0,3
116,Jandaíra,0,0,1,1
117,Jequié,0,0,2,3
118,João Dourado,0,0,1,0
119,Juazeiro,0,0,3,9
120,Jussari,0,0,2,2
121,Lajedão,0,0,0,1
122,Lauro de Freitas,0,0,8,17
123,Luís Eduardo Magalhães,0,0,5,9
124,Macajuba,0,0,2,1
125,Macarani,0,0,1,0
126,Macaúbas,0,0,3,8
127,Maiquinique,0,0,0,1
128,Mairi,0,0,6,60
129,Manoel Vitorino,0,0,2,0
130,Maracás,0,0,0,1
131,Maraú,0,0,1,2
132,Marcionílio Souza,0,0,1,0
133,Medeiros Neto,0,0,39,78
134,Miguel Calmon,0,0,12,12
135,Mirante,0,0,1,1
136,Morro do Chapéu,0,0,1,0
137,Mucuri,0,0,83,161
138,Mundo Novo,0,0,11,19
139,Mutuípe,0,0,0,1
140,Nordestina,0,0,1,0
141,Nova Fátima,0,0,8,2
142,Nova Viçosa,0,0,53,138
143,Novo Horizonte,0,0,0,4
144,Oliveira dos Brejinhos,0,0,2,1
145,Palmas de Monte Alto,0,0,0,1
146,Paramirim,0,0,1,0
147,Paratinga,0,0,0,1
148,Paripiranga,0,0,1,2
149,Pau Brasil,0,0,1,0
150,Paulo Afonso,0,0,3,5
151,Pé de Serra,0,0,1,0
152,Pindobaçu,0,0,1,3
153,Pintadas,0,0,1,1
154,Piritiba,0,0,24,33
155,Poções,0,0,0,2
156,Porto Seguro,0,2,324,479
157,Prado,0,0,9,13
158,Presidente Tancredo Neves,0,0,0,1
159,Queimadas,0,0,3,0
160,Quijingue,0,0,0,1
161,Quixabeira,0,0,1,0
162,Remanso,0,0,0,2
163,Riachão do Jacuípe,0,0,2,22
164,Ribeira do Pombal,0,0,20,34
165,Rio do Pires,0,0,1,0
166,Rio Real,0,0,8,16
167,Rodelas,0,0,0,1
168,Ruy Barbosa,0,0,1,1
169,Salvador,0,0,148,218
170,Santa Bárbara,0,0,4,3
171,Santa Cruz Cabrália,0,0,70,82
172,Santa Cruz da Vitória,0,0,0,1
173,Santa Luzia,0,0,19,25
174,Santa Maria da Vitória,0,0,0,2
175,Santa Rita de Cássia,0,0,0,2
176,Santaluz,0,0,2,3
177,Santo Amaro,0,0,1,4
178,Santo Antônio de Jesus,0,0,1,2
179,Santo Estêvão,0,0,1,0
180,São Desidério,0,0,9,5
181,São Domingos,0,0,0,3
182,São Félix do Coribe,0,0,1,2
183,São Francisco do Conde,0,7,138,198
184,São Gonçalo dos Campos,0,0,5,2
185,São José do Jacuípe,0,0,0,1
186,São Sebastião do Passé,0,0,0,3
187,Seabra,0,0,1,1
188,Sebastião Laranjeiras,0,0,1,0
189,Senhor do Bonfim,0,0,4,12
190,Sento Sé,0,0,1,1
191,Serra Preta,0,0,0,1
192,Serrinha,0,0,1,1
193,Serrolândia,0,0,0,1
194,Simões Filho,0,0,51,77
195,Sobradinho,0,0,0,1
196,Tanhaçu,0,0,1,0
197,Tanque Novo,0,0,1,0
198,Tanquinho,0,0,2,3
199,Taperoá,0,0,1,0
200,Tapiramutá,0,0,176,246
201,Teixeira de Freitas,0,0,829,1366
202,Teolândia,0,0,0,1
203,Tremedal,0,0,1,1
204,Tucano,0,0,0,5
205,Uauá,0,0,0,1
206,Ubaitaba,0,0,2,0
207,Uibaí,0,0,0,1
208,Una,0,0,6,11
209,Uruçuca,0,0,32,60
210,Valença,0,0,1,0
211,Valente,0,0,7,8
212,Várzea Nova,0,0,1,3
213,Vera Cruz,0,0,5,5
214,Vereda,0,0,0,2
215,Vitória da Conquista,0,0,10,18
216,Wanderley,0,0,1,3
217,Wenceslau Guimarães,0,0,0,1
218,Xique-Xique,0,0,1,0
