,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
170,Tucano,0,0,0,0,0,0,0,0,0,0,1,0
171,Ubaíra,0,1,0,0,0,0,0,0,0,0,0,0
172,Ubaitaba,1,0,0,0,0,0,0,0,0,0,0,0
173,Ubatã,0,0,2,0,0,1,1,0,0,0,0,0
174,Uibaí,0,0,0,0,0,0,1,0,0,0,0,0
175,Una,0,0,0,0,0,1,2,1,0,0,0,0
176,Uruçuca,1,1,3,2,0,0,0,0,0,0,0,0
177,Utinga,0,0,0,0,0,0,0,0,0,0,0,1
178,Valença,1,0,0,0,0,0,0,0,0,0,0,0
179,Valente,0,0,0,0,0,0,0,0,1,0,0,0
180,Várzea Nova,1,0,0,0,0,0,0,0,0,0,0,0
181,Varzedo,1,0,0,0,0,0,0,0,0,0,0,0
182,Vera Cruz,1,2,2,0,1,0,0,1,1,0,0,0
183,Vitória da Conquista,7,2,4,1,1,0,0,0,5,3,2,3
