,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
350,Várzea da Roça,0,0,0,0,0,0,0,1,1,1,0,0
351,Várzea do Poço,3,0,0,0,0,0,0,0,0,0,0,0
352,Várzea Nova,4,3,0,0,0,0,0,0,6,0,0,0
353,Varzedo,0,0,0,0,2,0,0,0,0,0,0,0
354,Vera Cruz,5,8,36,26,17,8,7,2,2,30,5,6
355,Vitória da Conquista,12,10,16,26,33,39,19,4,9,19,8,9
356,Wagner,1,0,1,0,0,0,1,0,4,3,2,0
357,Wanderley,2,3,0,4,0,0,0,0,0,0,0,0
358,Wenceslau Guimarães,0,1,0,2,0,0,1,0,0,0,0,0
359,Xique-Xique,0,0,1,1,10,1,1,1,0,0,0,0
