,Município,Em Branco,Ignorado,Masculino,Feminino
193,Itiúba,0,0,10,9
194,Itororó,0,0,9,3
195,Ituaçu,0,0,1,3
196,Ituberá,0,0,1,1
197,Iuiú,0,0,1,3
198,Jaborandi,0,0,14,14
199,Jacobina,0,0,103,159
200,Jaguaquara,0,0,62,91
201,Jaguarari,0,0,23,15
202,Jaguaripe,0,0,0,1
203,Jandaíra,0,0,1,6
204,Jequié,0,0,572,642
205,Jeremoabo,0,0,130,153
206,Jiquiriçá,0,0,1,2
207,Jitaúna,0,0,27,51
208,João Dourado,0,0,114,165
209,Juazeiro,0,0,427,636
210,Jucuruçu,0,0,1,0
211,Jussara,0,0,264,369
212,Jussari,0,0,21,17
213,Jussiape,0,0,0,1
214,Lafaiete Coutinho,0,0,10,11
215,Lagoa Real,0,0,16,26
216,Lajedão,0,0,2,2
217,Lajedinho,0,0,51,92
218,Lajedo do Tabocal,0,0,14,16
219,Lamarão,0,0,3,3
220,Lapão,0,0,78,87
221,Lauro de Freitas,0,0,253,271
222,Lençóis,0,0,67,93
223,Licínio de Almeida,0,0,1,1
224,Livramento de Nossa Senhora,0,0,5,6
225,Luís Eduardo Magalhães,0,0,195,215
226,Macajuba,0,0,4,1
227,Macarani,0,0,3,5
228,Macaúbas,0,0,22,18
229,Macururé,0,0,3,6
230,Madre de Deus,0,0,50,46
231,Maetinga,0,0,5,3
232,Mairi,0,0,34,33
233,Malhada,0,0,1,0
234,Malhada de Pedras,0,0,22,22
235,Manoel Vitorino,0,1,118,205
236,Mansidão,0,0,38,61
237,Maracás,0,0,53,75
238,Maragogipe,0,0,19,22
239,Maraú,0,0,2,2
240,Marcionílio Souza,0,0,30,34
241,Mascote,0,0,8,11
242,Mata de São João,0,0,21,21
243,Matina,0,0,3,1
244,Medeiros Neto,0,0,12,13
245,Miguel Calmon,0,0,78,124
246,Milagres,0,0,5,12
247,Mirangaba,0,0,10,11
248,Mirante,0,0,22,25
249,Monte Santo,0,0,18,25
250,Morpará,0,0,12,36
251,Morro do Chapéu,0,0,83,112
252,Mortugaba,0,0,1,0
253,Mucugê,0,0,0,1
254,Mucuri,0,0,26,33
255,Mulungu do Morro,0,0,87,139
256,Mundo Novo,0,0,10,15
257,Muniz Ferreira,0,0,0,1
258,Muquém de São Francisco,0,0,4,6
259,Muritiba,0,0,21,21
260,Mutuípe,0,0,5,3
261,Nazaré,0,0,8,9
262,Nilo Peçanha,0,0,24,24
263,Nordestina,0,0,3,6
264,Nova Canaã,0,0,1,2
265,Nova Fátima,0,0,16,25
266,Nova Ibiá,0,0,1,0
267,Nova Itarana,0,0,1,2
268,Nova Redenção,0,0,13,12
269,Nova Soure,0,0,55,73
270,Nova Viçosa,0,0,24,36
271,Novo Horizonte,0,0,74,104
272,Novo Triunfo,0,0,12,16
273,Olindina,0,0,11,10
274,Oliveira dos Brejinhos,0,0,1,5
275,Ouriçangas,0,0,0,1
276,Ourolândia,0,0,69,73
277,Palmas de Monte Alto,0,0,2,2
278,Palmeiras,0,0,9,27
279,Paramirim,0,0,91,127
280,Paratinga,0,0,1,10
281,Paripiranga,0,0,15,24
282,Pau Brasil,0,0,2,0
283,Paulo Afonso,0,0,93,113
284,Pé de Serra,0,0,12,13
285,Pedro Alexandre,0,0,19,26
286,Pilão Arcado,0,0,41,55
287,Pindaí,0,0,0,1
288,Pindobaçu,0,0,20,20
289,Pintadas,0,0,24,39
290,Piraí do Norte,0,0,1,2
291,Piripá,0,0,2,3
292,Piritiba,0,0,25,29
293,Planaltino,0,0,56,57
294,Planalto,0,0,3,13
295,Poções,0,0,5,14
296,Pojuca,0,0,18,23
297,Ponto Novo,0,0,15,11
298,Porto Seguro,0,0,1033,1243
299,Potiraguá,0,0,5,7
300,Prado,0,0,25,39
301,Presidente Dutra,0,0,65,100
302,Presidente Jânio Quadros,0,0,13,18
303,Presidente Tancredo Neves,0,0,6,13
304,Queimadas,0,0,12,20
305,Quijingue,0,0,17,22
306,Quixabeira,0,0,11,31
307,Rafael Jambeiro,0,0,75,128
308,Remanso,0,0,126,196
309,Retirolândia,0,0,23,24
310,Riachão das Neves,0,0,64,63
311,Riachão do Jacuípe,0,0,228,318
312,Riacho de Santana,0,0,84,121
313,Ribeira do Amparo,0,0,27,26
314,Ribeira do Pombal,0,0,143,207
315,Ribeirão do Largo,0,0,2,1
316,Rio de Contas,0,0,0,1
317,Rio do Antônio,0,0,3,9
318,Rio do Pires,0,0,6,12
319,Rio Real,0,0,60,55
320,Ruy Barbosa,0,0,23,37
321,Salinas da Margarida,0,0,0,2
322,Salvador,0,4,4286,4534
323,Santa Bárbara,0,0,11,15
324,Santa Brígida,0,0,4,5
325,Santa Cruz Cabrália,0,0,90,100
326,Santa Cruz da Vitória,0,0,15,17
327,Santa Inês,0,0,2,3
328,Santa Luzia,0,0,7,5
329,Santa Maria da Vitória,1,0,45,47
330,Santa Rita de Cássia,0,0,109,196
331,Santa Teresinha,0,0,21,53
332,Santaluz,0,0,49,47
333,Santana,0,0,23,20
334,Santanópolis,0,0,14,25
335,Santo Amaro,0,0,23,21
336,Santo Antônio de Jesus,0,0,18,31
337,Santo Estêvão,0,0,34,46
338,São Desidério,0,0,53,79
339,São Domingos,0,0,19,13
340,São Felipe,0,0,5,12
341,São Félix,0,0,2,2
342,São Félix do Coribe,0,0,40,62
343,São Francisco do Conde,0,0,112,163
344,São Gabriel,0,0,495,757
345,São Gonçalo dos Campos,0,0,12,22
346,São José da Vitória,0,0,9,10
347,São José do Jacuípe,0,0,3,8
348,São Sebastião do Passé,0,0,55,71
349,Sapeaçu,0,0,12,26
350,Sátiro Dias,0,0,1,3
351,Saubara,0,0,1,0
352,Saúde,0,0,12,22
353,Seabra,0,0,20,45
354,Sebastião Laranjeiras,0,0,41,61
355,Senhor do Bonfim,0,0,42,57
356,Sento Sé,0,0,58,55
357,Serra do Ramalho,0,0,2,1
358,Serra Dourada,0,0,22,22
359,Serra Preta,0,1,11,17
360,Serrinha,0,0,130,153
361,Serrolândia,0,0,15,25
362,Simões Filho,0,0,68,93
363,Sítio do Mato,0,0,4,3
364,Sítio do Quinto,0,0,17,15
365,Sobradinho,0,0,16,18
366,Souto Soares,0,0,74,72
367,Tabocas do Brejo Velho,0,0,5,8
368,Tanhaçu,0,0,2,5
369,Tanque Novo,0,0,16,9
370,Tanquinho,0,0,70,103
371,Taperoá,0,0,6,3
372,Tapiramutá,0,0,53,70
373,Teixeira de Freitas,0,0,143,123
374,Teodoro Sampaio,0,0,2,5
375,Teofilândia,0,0,11,15
376,Teolândia,0,0,1,2
377,Terra Nova,0,0,10,9
378,Tremedal,0,0,49,66
379,Tucano,0,0,106,85
380,Uauá,0,0,3,3
381,Ubaíra,0,0,1,3
382,Ubaitaba,0,0,6,8
383,Ubatã,0,0,8,6
384,Uibaí,0,0,92,116
385,Umburanas,0,0,11,8
386,Una,0,0,44,63
387,Urandi,0,0,3,1
388,Uruçuca,0,0,27,34
389,Utinga,0,0,21,16
390,Valença,0,0,26,23
391,Valente,0,0,48,50
392,Várzea da Roça,0,0,43,59
393,Várzea do Poço,0,0,6,11
394,Várzea Nova,0,0,31,33
395,Varzedo,0,0,20,25
396,Vera Cruz,0,0,49,71
397,Vereda,0,0,0,1
398,Vitória da Conquista,0,0,292,461
399,Wagner,0,0,1,0
400,Wanderley,0,0,148,223
401,Wenceslau Guimarães,0,0,19,13
402,Xique-Xique,0,0,45,117
403,Município ignorado - BA,0,0,2,1
