,Município,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
48,Boquira,22,4,7,3,0,0,0,1,0,0,0,0
49,Botuporã,1,8,30,23,21,22,1,1,1,0,0,2
50,Brejões,0,2,2,4,3,4,1,2,9,0,1,0
51,Brejolândia,0,0,0,0,2,1,0,0,0,0,2,1
52,Brotas de Macaúbas,0,0,1,0,7,0,1,0,0,1,1,0
53,Brumado,19,9,5,11,8,3,2,4,3,7,9,14
54,Buerarema,0,1,6,4,13,5,5,5,4,3,3,1
55,Buritirama,0,2,5,9,1,0,0,0,0,1,2,2
56,Caatiba,0,0,0,0,1,0,0,0,0,0,0,0
57,Cabaceiras do Paraguaçu,0,1,0,2,5,0,0,0,1,1,0,0
58,Cachoeira,0,3,8,1,8,0,0,1,0,0,0,0
59,Caculé,0,1,2,0,0,1,0,0,0,0,0,0
60,Caém,2,0,2,2,2,0,0,0,0,2,1,2
61,Caetanos,0,0,0,4,1,0,0,0,0,0,0,0
62,Caetité,3,4,1,1,5,4,2,1,1,0,3,3
63,Cafarnaum,15,25,35,36,25,2,0,0,0,0,0,0
64,Cairu,4,1,4,2,5,0,3,5,2,0,1,4
65,Caldeirão Grande,1,5,3,3,1,2,0,0,0,0,2,0
66,Camacan,1,0,4,6,8,3,3,5,7,4,1,2
67,Camaçari,23,34,70,93,72,55,35,26,14,16,21,15
68,Camamu,0,0,0,0,0,0,0,0,0,0,1,0
69,Campo Alegre de Lourdes,38,80,109,56,21,0,0,0,0,0,1,0
70,Campo Formoso,9,11,60,31,18,1,4,1,0,1,1,0
71,Canarana,3,8,15,10,5,4,2,2,1,0,1,0
72,Canavieiras,0,7,18,18,20,11,0,2,0,1,0,0
73,Candeal,0,0,4,5,34,19,12,7,0,2,0,0
74,Candeias,2,7,11,20,14,4,8,1,6,3,5,1
75,Candiba,1,0,0,0,1,1,0,1,0,0,0,0
76,Cândido Sales,25,109,24,32,7,10,1,0,0,0,0,0
77,Cansanção,7,3,7,5,0,0,0,0,0,1,1,1
78,Canudos,1,2,1,3,2,0,0,0,0,0,0,0
79,Capela do Alto Alegre,0,1,0,0,0,0,0,2,0,2,0,0
80,Capim Grosso,19,8,22,22,8,12,11,2,2,1,1,3
81,Caraíbas,0,0,1,1,0,0,1,0,0,0,0,1
82,Caravelas,1,0,8,9,6,6,3,6,13,3,6,4
83,Cardeal da Silva,0,1,3,11,35,5,9,4,1,1,0,0
84,Carinhanha,0,0,0,0,0,0,1,1,18,1,0,0
85,Casa Nova,2,15,147,385,145,28,48,6,0,2,1,0
86,Castro Alves,3,3,6,7,11,8,4,6,0,0,1,1
87,Catolândia,1,1,1,3,0,0,0,0,0,0,0,0
88,Catu,1,2,6,9,19,9,4,5,3,2,2,0
89,Caturama,1,2,3,8,9,1,3,0,0,0,0,0
90,Central,50,71,33,7,3,0,0,0,0,0,0,0
91,Chorrochó,1,0,5,9,4,0,4,0,1,0,0,0
92,Cícero Dantas,9,4,14,22,16,6,0,6,0,0,0,0
93,Cipó,0,0,5,18,27,3,3,0,0,0,0,0
94,Coaraci,2,1,2,1,4,0,0,2,2,0,2,0
95,Cocos,0,3,0,0,2,0,0,0,0,0,0,0
96,Conceição da Feira,1,1,7,24,10,3,3,0,6,4,2,0
97,Conceição do Almeida,0,0,1,2,2,0,0,1,0,0,0,0
98,Conceição do Coité,19,7,8,27,34,5,0,6,0,2,2,3
99,Conceição do Jacuípe,1,3,7,31,28,2,1,12,1,0,1,6
100,Conde,1,3,3,3,3,0,0,0,0,0,3,6
101,Condeúba,0,1,0,0,0,0,0,0,0,0,0,0
102,Contendas do Sincorá,0,0,3,0,0,0,1,0,0,0,0,0
103,Coração de Maria,0,3,4,4,2,0,4,1,1,3,0,1
104,Cordeiros,0,0,0,0,0,0,0,0,2,13,14,11
105,Coribe,23,11,9,0,0,1,0,0,0,0,1,0
106,Coronel João Sá,0,2,2,18,14,7,4,1,2,9,1,0
107,Correntina,2,15,13,59,78,9,0,1,3,3,3,0
108,Cotegipe,40,71,161,73,5,0,3,1,0,0,1,3
109,Cravolândia,0,0,0,0,0,0,0,0,0,1,0,0
110,Cristópolis,85,86,95,26,7,0,0,0,0,1,3,2
111,Cruz das Almas,2,3,8,27,27,2,3,0,1,0,0,2
112,Curaçá,0,0,0,8,5,5,1,0,0,0,0,0
113,Dário Meira,2,1,0,0,0,1,0,1,0,1,0,0
114,Dias d'Ávila,2,1,4,10,19,8,8,4,7,2,1,0
115,Dom Basílio,1,0,0,0,0,0,0,0,0,0,0,0
116,Dom Macedo Costa,0,0,0,0,1,7,16,9,0,0,0,0
117,Elísio Medrado,0,0,3,0,2,0,0,0,0,0,0,0
118,Encruzilhada,0,0,9,36,45,7,3,0,0,0,2,0
119,Entre Rios,2,1,2,6,6,0,0,1,1,0,2,1
120,Érico Cardoso,0,1,1,0,4,0,0,0,0,0,0,0
121,Esplanada,0,2,3,2,2,2,6,8,4,5,10,10
122,Euclides da Cunha,5,0,29,40,25,6,5,2,8,0,0,0
123,Eunápolis,49,103,217,166,116,126,57,9,0,10,11,6
124,Fátima,0,0,60,61,7,3,1,0,0,0,1,1
125,Feira da Mata,3,14,7,16,0,1,0,1,0,0,0,0
126,Feira de Santana,174,295,694,602,593,502,426,335,262,222,269,322
127,Filadélfia,1,3,2,12,3,3,4,2,0,1,0,0
128,Firmino Alves,0,2,0,1,0,0,0,0,0,0,3,0
129,Floresta Azul,0,3,2,1,1,2,8,0,0,2,0,1
130,Formosa do Rio Preto,1,8,123,123,20,4,3,0,0,0,0,1
131,Gandu,1,0,3,1,5,3,2,6,2,5,0,2
132,Gavião,0,0,0,2,2,2,1,0,1,0,1,0
133,Gentio do Ouro,112,114,127,57,29,3,0,0,0,0,0,0
134,Glória,3,22,39,34,3,2,5,4,1,1,1,1
135,Gongogi,4,2,6,3,0,0,0,0,2,0,4,9
136,Governador Mangabeira,0,0,0,3,0,0,1,2,0,1,0,0
137,Guajeru,0,0,0,0,0,0,0,0,0,0,0,1
138,Guanambi,18,35,77,101,156,109,52,52,42,61,67,47
139,Guaratinga,0,0,0,2,1,1,0,0,0,0,0,2
140,Heliópolis,0,3,17,4,4,0,0,0,0,0,0,0
141,Iaçu,0,0,2,3,0,0,0,3,4,2,2,0
142,Ibiassucê,16,72,24,7,14,3,1,0,1,0,0,0
143,Ibicaraí,0,1,3,3,2,1,4,2,1,0,1,0
144,Ibicoara,0,0,2,2,7,5,4,0,0,0,0,0
145,Ibicuí,0,0,1,0,0,0,0,0,0,0,0,1
146,Ibipeba,79,12,24,12,18,4,2,2,1,1,3,0
147,Ibipitanga,2,8,61,21,12,1,0,0,0,0,2,0
148,Ibiquera,12,3,0,1,0,0,0,0,0,1,1,0
149,Ibirapitanga,0,0,0,1,0,0,0,0,0,0,1,1
150,Ibirapuã,0,0,0,0,0,0,0,0,0,0,0,3
151,Ibirataia,5,1,6,14,6,3,3,1,0,1,11,4
152,Ibitiara,9,6,6,4,6,2,0,0,0,1,2,4
153,Ibititá,40,10,35,38,10,1,1,1,0,1,3,0
154,Ibotirama,0,1,7,9,9,6,1,3,1,0,0,1
155,Ichu,38,41,63,28,25,16,9,3,2,1,3,2
156,Igaporã,5,4,6,9,5,6,1,2,0,0,0,3
157,Iguaí,3,0,5,4,2,0,0,0,0,0,0,1
158,Ilhéus,68,73,172,475,520,160,38,33,48,56,60,73
159,Inhambupe,0,0,1,7,4,19,0,0,0,0,0,0
160,Ipecaetá,0,0,0,2,0,0,0,0,0,0,0,0
161,Ipiaú,9,9,33,18,17,9,8,8,9,8,11,10
162,Ipirá,5,1,2,2,1,2,0,2,3,3,1,11
163,Ipupiara,10,39,17,4,0,0,0,0,0,0,0,0
164,Iramaia,0,0,4,11,2,0,1,1,0,1,3,0
165,Iraquara,2,0,1,0,0,0,0,0,1,12,5,0
166,Irará,4,9,17,21,24,4,2,7,1,2,4,5
167,Irecê,259,248,485,628,363,67,20,6,3,15,8,15
168,Itabela,4,6,27,17,12,25,17,5,5,1,2,15
169,Itaberaba,1,9,0,2,2,1,3,4,7,2,0,3
170,Itabuna,38,21,34,73,73,55,50,67,41,43,39,83
171,Itacaré,8,7,16,16,20,4,1,10,3,4,5,5
172,Itaeté,7,17,34,22,11,2,1,6,3,1,0,0
173,Itagi,6,6,8,30,26,8,1,19,21,20,12,13
174,Itagibá,15,6,4,7,4,3,1,6,0,1,1,3
175,Itagimirim,0,0,2,1,3,0,0,1,0,0,0,0
176,Itaguaçu da Bahia,2,28,131,67,50,25,29,5,0,0,1,0
177,Itaju do Colônia,0,0,0,0,0,0,0,1,0,0,0,0
178,Itajuípe,12,4,13,7,8,4,2,2,4,5,5,16
179,Itamaraju,2,5,16,8,9,10,12,7,11,2,3,2
180,Itamari,0,0,2,6,2,6,3,0,0,0,1,0
181,Itambé,2,4,5,1,0,2,1,0,0,1,2,0
182,Itanhém,1,6,4,2,3,25,19,6,3,5,4,7
183,Itaparica,0,0,0,0,4,3,0,0,0,0,0,0
184,Itapé,0,0,0,0,0,1,0,0,0,0,1,0
185,Itapebi,0,0,4,0,15,1,1,1,0,0,0,0
186,Itapetinga,1,10,8,6,1,2,19,8,6,3,3,11
187,Itapicuru,0,1,5,2,3,1,1,9,3,2,4,1
188,Itapitanga,14,0,8,1,1,0,0,0,0,0,0,0
189,Itaquara,9,6,5,3,2,0,0,1,2,0,7,5
190,Itarantim,0,0,1,0,0,0,0,0,0,0,0,0
191,Itatim,1,1,1,3,6,3,14,7,2,1,2,3
192,Itiruçu,0,8,6,0,1,0,1,0,0,0,0,0
193,Itiúba,1,1,2,2,2,0,1,1,1,4,2,2
194,Itororó,0,2,3,2,0,0,0,1,2,0,0,2
195,Ituaçu,0,0,0,2,0,0,0,1,0,0,0,1
196,Ituberá,0,0,2,0,0,0,0,0,0,0,0,0
197,Iuiú,0,0,2,1,1,0,0,0,0,0,0,0
198,Jaborandi,8,5,1,0,4,0,0,0,0,0,1,9
199,Jacobina,23,24,31,69,37,38,6,10,8,2,0,14
200,Jaguaquara,30,52,41,10,11,5,0,0,0,0,3,1
201,Jaguarari,5,4,10,5,1,1,2,2,0,2,4,2
202,Jaguaripe,0,0,0,0,0,0,1,0,0,0,0,0
203,Jandaíra,0,0,0,0,0,1,0,0,1,0,3,2
204,Jequié,87,121,156,184,164,121,83,60,33,40,60,105
205,Jeremoabo,8,56,115,74,6,1,8,5,6,0,1,3
206,Jiquiriçá,1,0,1,0,0,1,0,0,0,0,0,0
207,Jitaúna,1,3,2,20,17,18,7,4,2,1,1,2
208,João Dourado,1,20,53,108,56,21,8,10,1,0,1,0
209,Juazeiro,7,25,79,177,263,263,106,51,22,32,18,20
210,Jucuruçu,0,0,0,0,0,0,0,0,0,0,1,0
211,Jussara,153,85,193,174,26,1,0,0,0,0,0,1
212,Jussari,0,2,6,12,8,1,1,1,0,0,3,4
213,Jussiape,0,1,0,0,0,0,0,0,0,0,0,0
214,Lafaiete Coutinho,4,6,7,1,0,0,0,1,0,0,1,1
215,Lagoa Real,1,3,3,0,3,1,0,0,3,5,4,19
216,Lajedão,0,2,0,0,0,1,1,0,0,0,0,0
217,Lajedinho,32,37,48,10,14,0,0,0,0,1,0,1
218,Lajedo do Tabocal,1,0,4,13,8,4,0,0,0,0,0,0
219,Lamarão,0,0,1,1,1,1,0,1,0,1,0,0
220,Lapão,8,17,25,41,47,20,6,1,0,0,0,0
221,Lauro de Freitas,20,14,33,47,95,95,58,54,26,32,18,32
222,Lençóis,0,6,95,48,7,2,2,0,0,0,0,0
223,Licínio de Almeida,0,1,1,0,0,0,0,0,0,0,0,0
224,Livramento de Nossa Senhora,3,0,1,1,1,0,2,2,0,0,0,1
225,Luís Eduardo Magalhães,41,101,89,82,67,14,1,0,1,1,1,12
226,Macajuba,1,1,1,1,0,0,0,0,0,1,0,0
227,Macarani,1,4,2,0,0,1,0,0,0,0,0,0
228,Macaúbas,7,3,6,10,7,4,1,2,0,0,0,0
229,Macururé,5,3,1,0,0,0,0,0,0,0,0,0
230,Madre de Deus,2,11,21,27,14,8,3,4,0,0,0,6
231,Maetinga,0,0,0,2,4,0,2,0,0,0,0,0
232,Mairi,21,6,5,6,11,1,2,6,6,1,1,1
233,Malhada,0,0,1,0,0,0,0,0,0,0,0,0
234,Malhada de Pedras,0,0,0,0,1,2,2,3,2,27,6,1
235,Manoel Vitorino,26,10,9,9,16,5,1,15,63,68,36,66
236,Mansidão,10,28,24,11,22,0,1,0,0,0,0,3
237,Maracás,3,9,12,37,41,11,2,2,2,4,0,5
238,Maragogipe,0,2,3,10,11,7,4,3,1,0,0,0
239,Maraú,0,1,0,0,1,1,0,0,0,0,1,0
240,Marcionílio Souza,59,1,0,0,0,0,0,0,1,0,3,0
241,Mascote,0,2,6,4,5,1,0,0,0,0,1,0
242,Mata de São João,4,2,2,6,5,9,5,1,0,0,1,7
243,Matina,0,0,1,3,0,0,0,0,0,0,0,0
244,Medeiros Neto,3,0,8,2,0,0,1,1,0,1,0,9
245,Miguel Calmon,43,43,13,41,51,5,1,2,1,1,0,1
246,Milagres,0,1,6,5,2,0,0,0,0,0,1,2
247,Mirangaba,2,1,1,7,7,1,0,1,0,0,1,0
248,Mirante,2,1,0,0,2,4,13,14,3,1,2,5
249,Monte Santo,4,2,4,10,4,0,3,1,3,2,6,4
250,Morpará,0,11,10,27,0,0,0,0,0,0,0,0
251,Morro do Chapéu,5,6,33,48,18,10,11,10,5,31,10,8
252,Mortugaba,0,0,0,0,1,0,0,0,0,0,0,0
253,Mucugê,0,0,1,0,0,0,0,0,0,0,0,0
254,Mucuri,0,3,13,15,7,4,3,2,1,0,8,3
255,Mulungu do Morro,14,17,53,91,35,9,3,1,3,0,0,0
256,Mundo Novo,0,0,3,2,3,2,4,0,1,2,3,5
257,Muniz Ferreira,0,0,0,1,0,0,0,0,0,0,0,0
258,Muquém de São Francisco,0,0,1,9,0,0,0,0,0,0,0,0
259,Muritiba,0,2,4,6,9,5,2,1,4,6,2,1
260,Mutuípe,1,1,0,1,1,1,0,0,1,1,0,1
261,Nazaré,0,2,0,5,4,0,1,1,0,1,2,1
262,Nilo Peçanha,8,11,11,8,3,1,0,1,1,1,3,0
263,Nordestina,0,1,0,3,3,0,0,1,0,0,1,0
264,Nova Canaã,0,0,1,1,1,0,0,0,0,0,0,0
265,Nova Fátima,1,1,5,3,11,3,7,2,2,1,2,3
266,Nova Ibiá,0,0,0,0,0,0,0,0,0,1,0,0
267,Nova Itarana,1,0,0,0,0,0,0,0,0,0,1,1
268,Nova Redenção,3,7,0,1,0,1,0,0,3,5,2,3
269,Nova Soure,4,16,7,6,38,13,8,10,9,4,8,5
270,Nova Viçosa,1,14,15,13,9,3,3,0,0,0,0,2
271,Novo Horizonte,0,0,6,70,50,32,15,3,0,0,0,2
272,Novo Triunfo,1,1,3,10,3,2,1,1,0,0,2,4
273,Olindina,0,1,1,3,2,1,2,1,3,0,2,5
274,Oliveira dos Brejinhos,0,1,2,1,0,1,0,0,0,1,0,0
275,Ouriçangas,0,0,0,0,1,0,0,0,0,0,0,0
276,Ourolândia,8,6,5,27,41,14,14,4,8,4,1,10
277,Palmas de Monte Alto,0,0,2,0,0,0,0,0,1,0,1,0
278,Palmeiras,0,0,0,14,16,6,0,0,0,0,0,0
279,Paramirim,2,4,78,58,59,14,0,1,0,1,0,1
280,Paratinga,0,0,1,1,6,0,1,0,0,1,0,1
281,Paripiranga,0,2,6,6,1,5,5,6,3,1,3,1
282,Pau Brasil,0,0,1,0,0,1,0,0,0,0,0,0
283,Paulo Afonso,10,10,18,37,15,20,15,21,19,12,12,17
284,Pé de Serra,2,6,5,0,5,4,0,1,1,0,0,1
285,Pedro Alexandre,3,1,3,3,7,17,1,2,5,1,2,0
286,Pilão Arcado,1,7,18,43,22,3,0,0,0,0,1,1
287,Pindaí,0,0,0,0,1,0,0,0,0,0,0,0
288,Pindobaçu,1,1,9,19,8,0,0,1,0,0,0,1
289,Pintadas,0,1,19,19,9,9,1,0,3,0,0,2
290,Piraí do Norte,0,1,2,0,0,0,0,0,0,0,0,0
291,Piripá,1,0,0,1,1,0,1,0,1,0,0,0
292,Piritiba,2,0,3,11,10,5,1,5,0,3,10,4
293,Planaltino,7,3,8,26,56,9,3,1,0,0,0,0
294,Planalto,0,2,0,2,10,1,0,0,0,0,1,0
295,Poções,0,0,2,8,2,0,0,0,0,0,4,3
296,Pojuca,0,4,12,6,3,10,1,1,1,2,1,0
297,Ponto Novo,0,10,5,5,2,1,0,0,0,1,1,1
298,Porto Seguro,64,231,591,760,387,115,30,26,15,11,16,30
299,Potiraguá,0,1,3,3,2,1,0,0,0,0,2,0
300,Prado,0,0,11,14,29,6,0,0,2,1,0,1
301,Presidente Dutra,7,3,19,43,76,12,0,2,1,0,1,1
302,Presidente Jânio Quadros,0,0,1,14,7,2,1,3,2,1,0,0
303,Presidente Tancredo Neves,0,6,9,3,0,0,0,0,0,0,0,1
304,Queimadas,1,0,7,3,18,0,2,0,0,1,0,0
305,Quijingue,2,9,3,5,4,4,2,3,5,1,1,0
306,Quixabeira,0,7,17,7,4,6,1,0,0,0,0,0
307,Rafael Jambeiro,9,19,62,39,29,16,5,5,5,7,3,4
308,Remanso,8,8,24,57,136,61,16,4,2,1,2,3
309,Retirolândia,4,9,5,10,6,4,1,4,1,3,0,0
310,Riachão das Neves,13,56,39,13,2,3,0,0,0,0,0,1
311,Riachão do Jacuípe,6,8,4,13,19,6,8,1,3,1,63,414
312,Riacho de Santana,1,11,39,35,51,60,5,1,0,0,2,0
313,Ribeira do Amparo,13,4,15,6,8,3,1,0,1,2,0,0
314,Ribeira do Pombal,5,21,128,74,53,34,12,9,9,2,2,1
315,Ribeirão do Largo,0,0,0,0,0,0,0,0,0,0,1,2
316,Rio de Contas,0,0,0,1,0,0,0,0,0,0,0,0
317,Rio do Antônio,5,0,2,2,1,0,0,1,0,0,0,1
318,Rio do Pires,10,3,2,0,3,0,0,0,0,0,0,0
319,Rio Real,1,2,5,1,10,40,27,12,4,5,2,6
320,Ruy Barbosa,8,8,9,4,4,2,4,5,1,6,5,4
321,Salinas da Margarida,0,0,0,0,0,0,0,0,0,0,0,2
322,Salvador,367,363,519,975,1645,1541,1091,740,272,290,463,558
323,Santa Bárbara,1,4,2,4,2,6,2,1,3,1,0,0
324,Santa Brígida,0,0,1,6,0,1,0,0,0,0,1,0
325,Santa Cruz Cabrália,17,31,82,28,24,2,2,3,0,0,1,0
326,Santa Cruz da Vitória,2,0,0,4,18,3,2,1,2,0,0,0
327,Santa Inês,0,0,1,4,0,0,0,0,0,0,0,0
328,Santa Luzia,1,0,2,0,1,0,0,1,2,0,3,2
329,Santa Maria da Vitória,10,11,11,17,21,8,1,5,0,2,3,4
330,Santa Rita de Cássia,8,87,68,85,46,8,1,1,0,0,0,1
331,Santa Teresinha,0,0,7,16,25,19,4,0,0,1,0,2
332,Santaluz,8,2,10,11,18,7,3,7,5,10,8,7
333,Santana,5,1,15,4,4,1,0,0,1,1,8,3
334,Santanópolis,2,13,12,7,3,0,1,0,0,1,0,0
335,Santo Amaro,0,2,3,13,8,10,2,2,0,2,0,2
336,Santo Antônio de Jesus,1,1,5,7,10,8,6,2,3,2,3,1
337,Santo Estêvão,3,13,16,11,11,7,1,2,3,4,3,6
338,São Desidério,12,14,39,23,11,12,3,4,1,4,7,2
339,São Domingos,2,0,2,7,2,2,6,3,1,4,2,1
340,São Felipe,0,1,1,11,2,1,1,0,0,0,0,0
341,São Félix,1,0,0,0,0,1,2,0,0,0,0,0
342,São Félix do Coribe,5,9,10,19,35,11,5,0,0,1,5,2
343,São Francisco do Conde,4,12,9,60,84,33,14,8,4,13,20,14
344,São Gabriel,198,251,321,281,168,29,2,0,0,0,0,2
345,São Gonçalo dos Campos,1,0,11,2,5,1,3,2,4,3,1,1
346,São José da Vitória,0,0,0,3,4,7,3,1,0,0,1,0
347,São José do Jacuípe,3,0,1,2,0,4,0,0,0,0,0,1
348,São Sebastião do Passé,2,5,2,15,30,15,5,14,13,8,9,8
349,Sapeaçu,0,2,8,16,4,0,2,2,2,1,1,0
350,Sátiro Dias,0,0,0,2,0,1,0,0,0,0,1,0
351,Saubara,0,0,0,0,0,0,0,0,0,0,0,1
352,Saúde,3,1,11,5,2,6,2,2,1,0,1,0
353,Seabra,3,1,27,12,14,4,2,1,0,0,0,1
354,Sebastião Laranjeiras,0,2,24,49,21,0,4,1,0,0,1,0
355,Senhor do Bonfim,6,7,15,14,12,5,6,3,2,3,16,10
356,Sento Sé,0,1,16,5,16,32,7,5,9,6,0,16
357,Serra do Ramalho,0,0,0,1,1,1,0,0,0,0,0,0
358,Serra Dourada,4,2,2,5,3,0,0,0,1,11,11,5
359,Serra Preta,2,1,17,1,4,1,1,1,1,0,0,0
360,Serrinha,30,38,49,61,48,11,18,8,0,2,7,11
361,Serrolândia,2,3,7,6,4,6,4,0,4,0,0,4
362,Simões Filho,12,17,10,16,15,15,5,17,9,5,18,22
363,Sítio do Mato,0,0,0,1,2,3,0,0,0,0,0,1
364,Sítio do Quinto,0,6,11,5,3,4,0,0,0,2,1,0
365,Sobradinho,4,5,8,10,1,4,2,0,0,0,0,0
366,Souto Soares,10,11,18,67,28,6,0,1,0,2,1,2
367,Tabocas do Brejo Velho,0,1,1,2,5,1,1,0,0,0,2,0
368,Tanhaçu,1,0,4,2,0,0,0,0,0,0,0,0
369,Tanque Novo,1,2,0,1,10,3,0,0,1,3,2,2
370,Tanquinho,5,0,13,14,5,4,9,43,45,13,12,10
371,Taperoá,1,1,2,2,1,0,0,0,0,1,1,0
372,Tapiramutá,13,13,18,32,29,5,1,1,7,3,1,0
373,Teixeira de Freitas,24,28,44,58,51,26,27,6,1,0,0,1
374,Teodoro Sampaio,0,0,0,2,0,0,0,2,0,0,3,0
375,Teofilândia,2,1,4,7,10,0,1,0,1,0,0,0
376,Teolândia,0,0,1,0,0,0,0,1,0,0,0,1
377,Terra Nova,2,2,9,1,1,0,2,1,0,0,0,1
378,Tremedal,1,1,19,22,47,13,4,5,1,0,2,0
379,Tucano,9,14,22,12,27,15,9,25,17,11,18,12
380,Uauá,0,1,0,0,2,0,1,2,0,0,0,0
381,Ubaíra,1,0,2,0,1,0,0,0,0,0,0,0
382,Ubaitaba,2,1,2,3,0,1,1,1,1,2,0,0
383,Ubatã,1,1,1,2,4,2,0,0,0,1,0,2
384,Uibaí,34,39,41,45,27,7,10,2,2,1,0,0
385,Umburanas,0,2,0,8,8,1,0,0,0,0,0,0
386,Una,3,5,20,13,9,11,7,8,9,13,6,3
387,Urandi,0,0,0,0,0,1,0,0,1,1,1,0
388,Uruçuca,2,5,13,25,8,0,1,2,1,1,3,0
389,Utinga,9,5,5,6,6,0,2,2,0,1,1,0
390,Valença,1,2,11,10,12,7,1,0,0,1,0,4
391,Valente,9,10,10,17,15,4,5,3,8,3,2,12
392,Várzea da Roça,1,7,15,15,12,20,8,8,4,1,9,2
393,Várzea do Poço,0,0,2,2,3,0,0,4,4,0,0,2
394,Várzea Nova,3,6,5,16,10,3,4,4,1,3,8,1
395,Varzedo,4,18,14,5,2,1,0,0,1,0,0,0
396,Vera Cruz,0,5,20,9,16,21,17,8,12,2,5,5
397,Vereda,0,0,0,0,0,1,0,0,0,0,0,0
398,Vitória da Conquista,12,26,238,258,110,41,16,8,1,6,6,31
399,Wagner,0,0,0,0,0,0,0,0,0,0,1,0
400,Wanderley,17,49,157,116,26,3,1,1,0,0,1,0
401,Wenceslau Guimarães,0,3,8,9,7,0,0,2,2,0,1,0
402,Xique-Xique,5,17,53,67,16,3,1,0,0,0,0,0
403,Município ignorado - BA,0,1,1,0,1,0,0,0,0,0,0,0
